Problem_ID,Subcat,problem_latex,answer_latex
C_3x3_pow2_013,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 0 & -3 & -3 \\ -3 & 2 & 0 \\ 0 & 2 & 0 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 9 & -12 & 0 \\ -6 & 13 & 9 \\ -6 & 4 & 0 \end{bmatrix}
C_3x3_pow2_014,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 1 & -4 & 3 \\ 0 & -3 & 3 \\ 2 & -4 & -3 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 7 & -4 & -18 \\ 6 & -3 & -18 \\ -4 & 16 & 3 \end{bmatrix}
C_3x3_pow2_015,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -4 & -2 & -4 \\ 2 & 0 & 4 \\ 2 & 1 & 0 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 4 & 4 & 8 \\ 0 & 0 & -8 \\ -6 & -4 & -4 \end{bmatrix}
C_3x3_pow2_016,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -4 & -4 & 1 \\ -4 & -4 & -3 \\ 3 & 0 & 2 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 35 & 32 & 10 \\ 23 & 32 & 2 \\ -6 & -12 & 7 \end{bmatrix}
C_3x3_pow2_017,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -1 & -3 & -1 \\ -4 & 2 & -3 \\ -1 & 4 & 1 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 14 & -7 & 9 \\ -1 & 4 & -5 \\ -16 & 15 & -10 \end{bmatrix}
C_3x3_pow2_018,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 0 & 0 & 3 \\ -2 & 1 & 3 \\ 1 & 0 & -3 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 3 & 0 & -9 \\ 1 & 1 & -12 \\ -3 & 0 & 12 \end{bmatrix}
C_3x3_pow2_019,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} -2 & 4 & 0 \\ -2 & -1 & 1 \\ 0 & 2 & -2 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} -4 & -12 & 4 \\ 6 & -5 & -3 \\ -4 & -6 & 6 \end{bmatrix}
C_3x3_pow2_020,matrix_power,"Compute A² = A × A for the 3×3 matrix A.

A = \begin{bmatrix} 1 & -1 & 4 \\ -3 & -3 & 0 \\ 0 & 2 & -1 \end{bmatrix}

Multiply A by itself. Show all row-by-column steps.
Put the final 3×3 result matrix inside \boxed{}.",A^2 = \begin{bmatrix} 4 & 10 & 0 \\ 6 & 12 & -12 \\ -6 & -8 & 1 \end{bmatrix}
C_3x3_rank_001,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 9 & 7 & 4 \\ -1 & 4 & -9 \\ 9 & 3 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_002,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} -5 & -5 & 2 \\ -4 & 2 & 1 \\ 0 & 0 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_003,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} -5 & 0 & -1 \\ 5 & 3 & -5 \\ 5 & 0 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_004,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 0 & -4 & 0 \\ -4 & -4 & -4 \\ 8 & 4 & 8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_005,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 2 & 1 & 4 \\ -3 & -5 & -1 \\ -1 & 3 & -7 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_006,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} -5 & -8 & -4 \\ -8 & 3 & 1 \\ 1 & 6 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_007,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} -3 & 3 & -4 \\ -9 & 9 & -12 \\ -3 & 3 & -4 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 1
C_3x3_rank_008,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 1 & 1 & -2 \\ 5 & -5 & -2 \\ -1 & 0 & 0 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_009,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} -5 & -8 & -2 \\ -3 & -7 & 1 \\ 0 & -1 & 1 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_010,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 1 & -2 & -3 \\ 3 & -2 & 1 \\ -3 & -1 & 0 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_011,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 1 & 0 & -2 \\ 5 & 0 & 3 \\ 3 & 1 & 4 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_012,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} -2 & -9 & 18 \\ -6 & 9 & -6 \\ -4 & 6 & -4 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_013,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} -3 & -3 & -3 \\ 0 & 0 & -6 \\ 4 & 4 & -4 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_014,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 1 & -2 & 0 \\ -4 & 3 & -2 \\ -5 & 3 & 4 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_015,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 6 & -9 & 10 \\ -7 & 8 & -5 \\ -1 & 5 & -11 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 2
C_3x3_rank_016,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 0 & -12 & 12 \\ 0 & 0 & 0 \\ 0 & -4 & 4 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 1
C_3x3_rank_017,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 5 & -1 & 3 \\ -1 & -2 & 3 \\ 2 & -4 & 2 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_018,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 3 & -1 & 5 \\ 2 & -2 & -5 \\ 2 & -3 & 3 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_019,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 0 & 0 & -4 \\ 2 & -4 & -1 \\ 4 & 5 & 5 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_rank_020,rank,"Find the rank of the 3×3 matrix A.

A = \begin{bmatrix} 5 & 1 & -3 \\ 4 & 3 & 5 \\ 2 & -4 & 0 \end{bmatrix}

Use row reduction to find the number of non-zero rows in row echelon form.
Show your row operations. Put your final numerical answer inside \boxed{}.",\text{rank}(A) = 3
C_3x3_trace_001,trace,"Find the trace of the 3×3 matrix A.

A = \begin{bmatrix} 1 & 2 & 0 \\ 6 & -2 & -4 \\ 2 & -2 & -6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -7
C_3x3_trace_002,trace,"Find the trace of the 3×3 matrix A.

A = \begin{bmatrix} -2 & 8 & -5 \\ -1 & -6 & 7 \\ -1 & -9 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -5
C_3x3_trace_003,trace,"Find the trace of the 3×3 matrix A.

A = \begin{bmatrix} 6 & 3 & 4 \\ -7 & -4 & 8 \\ 9 & -5 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = 7
C_3x3_trace_004,trace,"Find the trace of the 3×3 matrix A.

A = \begin{bmatrix} -8 & 0 & 8 \\ 3 & -5 & -9 \\ -9 & 8 & 5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -8
C_3x3_trace_005,trace,"Find the trace of the 3×3 matrix A.

A = \begin{bmatrix} 7 & 1 & 7 \\ 3 & -9 & -8 \\ -1 & -7 & -9 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -11
C_3x3_trace_006,trace,"Find the trace of the 3×3 matrix A.

A = \begin{bmatrix} 6 & -4 & 7 \\ -5 & -5 & -4 \\ -7 & -5 & -5 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -4
C_3x3_trace_007,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} -5 & 4 & 2 \\ -1 & -1 & 5 \\ -5 & 3 & -4 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -10
C_3x3_trace_008,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} -5 & 0 & 6 \\ 3 & 3 & 3 \\ 4 & 0 & -5 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -7
C_3x3_trace_009,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 4 & -1 & 0 \\ -2 & -4 & 6 \\ 4 & 2 & -1 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -1
C_3x3_trace_010,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 4 & 1 & -1 \\ -1 & -4 & -5 \\ 1 & 5 & -6 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -6
C_3x3_trace_011,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 5 & 4 & -3 \\ 2 & -4 & 3 \\ 3 & -2 & -6 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -5
C_3x3_trace_012,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 6 & -1 & 5 \\ 2 & 4 & 3 \\ -4 & -2 & 0 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = 10
C_3x3_trace_013,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 0 & -6 & 1 \\ -4 & 3 & 2 \\ 5 & 3 & -2 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = 1
C_3x3_trace_014,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 6 & -1 & -2 \\ 5 & -2 & -6 \\ 0 & 4 & -4 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = 0
C_3x3_trace_015,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 0 & -5 & 2 \\ 0 & -2 & -4 \\ 1 & 2 & 6 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = 4
C_3x3_trace_016,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} -1 & -4 & 4 \\ 2 & 3 & -5 \\ -2 & 3 & 4 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = 6
C_3x3_trace_017,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} -1 & 4 & 4 \\ -1 & 5 & -3 \\ -3 & 2 & 2 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = 6
C_3x3_trace_018,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} -5 & 4 & -4 \\ 4 & -6 & 4 \\ 4 & 4 & 2 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -9
C_3x3_trace_019,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} 0 & 3 & -3 \\ 4 & 1 & -1 \\ 0 & 1 & -6 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -5
C_3x3_trace_020,trace,"Compute the trace of the 3×3 matrix A.

A = \begin{bmatrix} -5 & -3 & -5 \\ -1 & 2 & 2 \\ 0 & 5 & 1 \end{bmatrix}

The trace is the sum of the diagonal elements.
Show your steps. Put your final numerical answer inside \boxed{}.",\text{tr}(A) = -2
C_3x3_trans_001,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -5 & 3 & 1 \\ 2 & 1 & 1 \\ -5 & 1 & 4 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -5 & 2 & -5 \\ 3 & 1 & 1 \\ 1 & 1 & 4 \end{bmatrix}
C_3x3_trans_002,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -3 & 1 & -6 \\ -2 & -1 & 6 \\ -4 & -3 & -1 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -3 & -2 & -4 \\ 1 & -1 & -3 \\ -6 & 6 & -1 \end{bmatrix}
C_3x3_trans_003,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} 6 & 5 & -6 \\ -3 & 4 & -6 \\ 5 & -3 & 5 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} 6 & -3 & 5 \\ 5 & 4 & -3 \\ -6 & -6 & 5 \end{bmatrix}
C_3x3_trans_004,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -3 & -1 & 2 \\ -5 & 1 & 0 \\ 4 & 6 & 2 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -3 & -5 & 4 \\ -1 & 1 & 6 \\ 2 & 0 & 2 \end{bmatrix}
C_3x3_trans_005,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -1 & -1 & -1 \\ 4 & -2 & -4 \\ -2 & -6 & -5 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -1 & 4 & -2 \\ -1 & -2 & -6 \\ -1 & -4 & -5 \end{bmatrix}
C_3x3_trans_006,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -5 & 4 & 3 \\ 3 & 0 & 3 \\ -4 & 5 & 0 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -5 & 3 & -4 \\ 4 & 0 & 5 \\ 3 & 3 & 0 \end{bmatrix}
C_3x3_trans_007,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} 6 & -5 & 0 \\ 3 & 0 & -1 \\ -4 & -2 & -3 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} 6 & 3 & -4 \\ -5 & 0 & -2 \\ 0 & -1 & -3 \end{bmatrix}
C_3x3_trans_008,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -3 & 2 & 2 \\ 1 & -2 & 6 \\ -5 & -2 & -5 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -3 & 1 & -5 \\ 2 & -2 & -2 \\ 2 & 6 & -5 \end{bmatrix}
C_3x3_trans_009,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -2 & 6 & -2 \\ 5 & 0 & 3 \\ -1 & -3 & 3 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -2 & 5 & -1 \\ 6 & 0 & -3 \\ -2 & 3 & 3 \end{bmatrix}
C_3x3_trans_010,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} 6 & -3 & 4 \\ -3 & 3 & 4 \\ -1 & 3 & -3 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} 6 & -3 & -1 \\ -3 & 3 & 3 \\ 4 & 4 & -3 \end{bmatrix}
C_3x3_trans_011,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -5 & -5 & -1 \\ 5 & -5 & -1 \\ 3 & -4 & 3 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -5 & 5 & 3 \\ -5 & -5 & -4 \\ -1 & -1 & 3 \end{bmatrix}
C_3x3_trans_012,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -3 & 4 & 1 \\ 1 & -4 & 0 \\ 5 & -6 & 3 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -3 & 1 & 5 \\ 4 & -4 & -6 \\ 1 & 0 & 3 \end{bmatrix}
C_3x3_trans_013,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} 0 & 3 & 2 \\ -1 & -2 & 2 \\ -5 & 1 & -5 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} 0 & -1 & -5 \\ 3 & -2 & 1 \\ 2 & 2 & -5 \end{bmatrix}
C_3x3_trans_014,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} 2 & 2 & -5 \\ 3 & -1 & 4 \\ -6 & -4 & 0 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} 2 & 3 & -6 \\ 2 & -1 & -4 \\ -5 & 4 & 0 \end{bmatrix}
C_3x3_trans_015,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -4 & -2 & 2 \\ -5 & 2 & -5 \\ -4 & 1 & 4 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -4 & -5 & -4 \\ -2 & 2 & 1 \\ 2 & -5 & 4 \end{bmatrix}
C_3x3_trans_016,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -4 & -3 & 6 \\ 6 & 1 & -1 \\ -2 & 1 & 1 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -4 & 6 & -2 \\ -3 & 1 & 1 \\ 6 & -1 & 1 \end{bmatrix}
C_3x3_trans_017,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -3 & -6 & -5 \\ 6 & -1 & 0 \\ 0 & 4 & -6 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -3 & 6 & 0 \\ -6 & -1 & 4 \\ -5 & 0 & -6 \end{bmatrix}
C_3x3_trans_018,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -5 & -3 & 0 \\ 2 & 0 & -1 \\ 6 & -4 & 1 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -5 & 2 & 6 \\ -3 & 0 & -4 \\ 0 & -1 & 1 \end{bmatrix}
C_3x3_trans_019,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} 1 & 0 & 4 \\ -3 & 6 & -2 \\ 1 & 0 & 5 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} 1 & -3 & 1 \\ 0 & 6 & 0 \\ 4 & -2 & 5 \end{bmatrix}
C_3x3_trans_020,transpose,"Find the transpose of the 3×3 matrix A.

A = \begin{bmatrix} -1 & -3 & -6 \\ -2 & 4 & -6 \\ 5 & 1 & -5 \end{bmatrix}

The transpose A^T is obtained by swapping rows and columns.
Write out A^T explicitly. Put the final matrix inside \boxed{}.",A^T = \begin{bmatrix} -1 & -2 & 5 \\ -3 & 4 & 1 \\ -6 & -6 & -5 \end{bmatrix}
