Problem_ID,Subcat,problem_latex,answer_latex
C_4x4_rank_015,rank,A = \begin{bmatrix} 3 & 5 & -5 & 0 \\ -1 & -3 & 4 & -4 \\ -2 & -1 & -3 & 2 \\ 2 & -5 & -4 & -1 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_016,rank,A = \begin{bmatrix} 4 & -1 & -1 & 2 \\ 3 & -3 & 2 & 4 \\ 4 & -2 & 3 & 4 \\ -4 & 4 & 5 & 4 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_017,rank,A = \begin{bmatrix} 1 & -4 & -8 & 12 \\ -9 & -2 & 4 & 18 \\ -16 & 7 & 26 & -3 \\ 7 & -4 & 4 & -12 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_018,rank,A = \begin{bmatrix} -5 & -8 & 11 & 1 \\ 3 & 18 & 7 & 5 \\ 2 & 8 & -6 & -18 \\ 7 & 28 & 1 & 3 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_019,rank,A = \begin{bmatrix} 3 & -5 & -12 & 8 \\ -6 & -2 & -12 & -22 \\ -2 & 6 & 16 & -4 \\ -4 & 0 & -4 & -14 \end{bmatrix},\text{rank}(A) = 2
C_4x4_rank_020,rank,A = \begin{bmatrix} -8 & 0 & -4 & -13 \\ -4 & 0 & -4 & -8 \\ 2 & 0 & -14 & -8 \\ -10 & 0 & 2 & -11 \end{bmatrix},\text{rank}(A) = 2
C_4x4_trace_001,trace,A = \begin{bmatrix} 2 & -5 & 2 & -5 \\ -2 & -5 & -9 & 5 \\ 5 & 2 & -6 & -5 \\ 9 & -8 & -7 & 9 \end{bmatrix},\text{tr}(A) = 0
C_4x4_trace_002,trace,A = \begin{bmatrix} -5 & -1 & -4 & 6 \\ -6 & 9 & 9 & -5 \\ 3 & 6 & -6 & 4 \\ 5 & -5 & 2 & -6 \end{bmatrix},\text{tr}(A) = -8
C_4x4_trace_003,trace,A = \begin{bmatrix} -4 & -5 & -9 & 0 \\ -6 & -2 & 3 & 2 \\ 6 & 1 & 6 & -4 \\ 8 & 7 & 2 & 7 \end{bmatrix},\text{tr}(A) = 7
C_4x4_trace_004,trace,A = \begin{bmatrix} -6 & 2 & -1 & -9 \\ -7 & -7 & 3 & -8 \\ -2 & 1 & -3 & -6 \\ 0 & -5 & -5 & -1 \end{bmatrix},\text{tr}(A) = -17
C_4x4_trace_005,trace,A = \begin{bmatrix} 9 & -3 & -6 & 0 \\ -1 & 5 & -2 & 4 \\ -9 & -7 & 0 & 9 \\ 5 & -7 & 7 & 8 \end{bmatrix},\text{tr}(A) = 22
C_4x4_trace_006,trace,A = \begin{bmatrix} 7 & -2 & -8 & 2 \\ -2 & 4 & -4 & 3 \\ -8 & 4 & -4 & 3 \\ 2 & 9 & -4 & 7 \end{bmatrix},\text{tr}(A) = 14
C_4x4_trace_007,trace,A = \begin{bmatrix} -6 & -4 & -8 & 4 \\ -8 & 1 & -2 & 3 \\ -5 & 3 & -7 & -3 \\ 3 & 2 & 6 & 5 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_008,trace,A = \begin{bmatrix} 0 & -2 & 7 & -3 \\ -7 & -7 & 4 & 7 \\ 4 & -2 & 6 & -1 \\ -6 & -6 & -8 & 5 \end{bmatrix},\text{tr}(A) = 4
C_4x4_trace_009,trace,A = \begin{bmatrix} 7 & 9 & 1 & 4 \\ -6 & -7 & -8 & 0 \\ -1 & 3 & -3 & 1 \\ 4 & 1 & 6 & -4 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_010,trace,A = \begin{bmatrix} -1 & 2 & 5 & -7 \\ -1 & 5 & -7 & 4 \\ 4 & 0 & 9 & -3 \\ -9 & 3 & -1 & -2 \end{bmatrix},\text{tr}(A) = 11
C_4x4_trace_011,trace,A = \begin{bmatrix} 4 & -4 & -5 & 2 \\ -1 & 0 & -5 & -1 \\ 2 & -2 & 4 & 3 \\ 2 & 4 & 2 & -4 \end{bmatrix},\text{tr}(A) = 4
C_4x4_trace_012,trace,A = \begin{bmatrix} 4 & 2 & -4 & -2 \\ -4 & 5 & 3 & 5 \\ -2 & 1 & 1 & 3 \\ -4 & 0 & 2 & 4 \end{bmatrix},\text{tr}(A) = 14
C_4x4_trace_013,trace,A = \begin{bmatrix} 2 & -1 & 0 & -2 \\ -4 & -2 & -4 & -3 \\ 4 & 0 & -4 & -1 \\ -3 & 2 & 4 & -5 \end{bmatrix},\text{tr}(A) = -9
C_4x4_trace_014,trace,A = \begin{bmatrix} 0 & -1 & 5 & -1 \\ -4 & -3 & 0 & 1 \\ -2 & -1 & 2 & -2 \\ 5 & -3 & 5 & 4 \end{bmatrix},\text{tr}(A) = 3
C_4x4_trace_015,trace,A = \begin{bmatrix} 5 & 3 & 0 & 1 \\ -3 & -2 & 0 & 5 \\ 3 & 1 & 1 & -1 \\ -1 & 4 & -5 & -2 \end{bmatrix},\text{tr}(A) = 2
C_4x4_trace_016,trace,A = \begin{bmatrix} -1 & 2 & -1 & -2 \\ -5 & -3 & -4 & 2 \\ -1 & -3 & 0 & 0 \\ 0 & 1 & 1 & -3 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_017,trace,A = \begin{bmatrix} -4 & 3 & 5 & 1 \\ -1 & 1 & -5 & -1 \\ -2 & -1 & 3 & 0 \\ 4 & 0 & -5 & 2 \end{bmatrix},\text{tr}(A) = 2
C_4x4_trace_018,trace,A = \begin{bmatrix} 3 & 1 & 5 & -1 \\ 3 & -5 & -5 & 3 \\ 4 & 0 & 3 & -2 \\ 2 & 0 & -2 & -4 \end{bmatrix},\text{tr}(A) = -3
C_4x4_trace_019,trace,A = \begin{bmatrix} -4 & 4 & -1 & 5 \\ -2 & -5 & -3 & -2 \\ 2 & 3 & 3 & -2 \\ -1 & 1 & 1 & -1 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_020,trace,A = \begin{bmatrix} -3 & 3 & 0 & 5 \\ 5 & 4 & 5 & 1 \\ -2 & -4 & -4 & 5 \\ -3 & -5 & -5 & -2 \end{bmatrix},\text{tr}(A) = -5
C_4x4_trans_001,transpose,A = \begin{bmatrix} -4 & 8 & -5 & -7 \\ 9 & -2 & -2 & 3 \\ 3 & 9 & -5 & -4 \\ -7 & 8 & -1 & 2 \end{bmatrix},A^T = \begin{bmatrix} -4 & 9 & 3 & -7 \\ 8 & -2 & 9 & 8 \\ -5 & -2 & -5 & -1 \\ -7 & 3 & -4 & 2 \end{bmatrix}
C_4x4_trans_002,transpose,A = \begin{bmatrix} 5 & 4 & 8 & 0 \\ -8 & 7 & 0 & 1 \\ 2 & -3 & 2 & 3 \\ -8 & -5 & -3 & 1 \end{bmatrix},A^T = \begin{bmatrix} 5 & -8 & 2 & -8 \\ 4 & 7 & -3 & -5 \\ 8 & 0 & 2 & -3 \\ 0 & 1 & 3 & 1 \end{bmatrix}
C_4x4_trans_003,transpose,A = \begin{bmatrix} 5 & -7 & 5 & 9 \\ -2 & -4 & 4 & -8 \\ -8 & -3 & -5 & -2 \\ 1 & -5 & 4 & 0 \end{bmatrix},A^T = \begin{bmatrix} 5 & -2 & -8 & 1 \\ -7 & -4 & -3 & -5 \\ 5 & 4 & -5 & 4 \\ 9 & -8 & -2 & 0 \end{bmatrix}
C_4x4_trans_004,transpose,A = \begin{bmatrix} 8 & -8 & 8 & -5 \\ 5 & 9 & -8 & -6 \\ -1 & 4 & -5 & 2 \\ -8 & -3 & 0 & 9 \end{bmatrix},A^T = \begin{bmatrix} 8 & 5 & -1 & -8 \\ -8 & 9 & 4 & -3 \\ 8 & -8 & -5 & 0 \\ -5 & -6 & 2 & 9 \end{bmatrix}
C_4x4_trans_005,transpose,A = \begin{bmatrix} 9 & 1 & -8 & 8 \\ -9 & -1 & -1 & 4 \\ 3 & -5 & 2 & 7 \\ 8 & 8 & 6 & 5 \end{bmatrix},A^T = \begin{bmatrix} 9 & -9 & 3 & 8 \\ 1 & -1 & -5 & 8 \\ -8 & -1 & 2 & 6 \\ 8 & 4 & 7 & 5 \end{bmatrix}
C_4x4_trans_006,transpose,A = \begin{bmatrix} -7 & -1 & 8 & -4 \\ 4 & 3 & -4 & 0 \\ 7 & -5 & -7 & -7 \\ 6 & 9 & -9 & -3 \end{bmatrix},A^T = \begin{bmatrix} -7 & 4 & 7 & 6 \\ -1 & 3 & -5 & 9 \\ 8 & -4 & -7 & -9 \\ -4 & 0 & -7 & -3 \end{bmatrix}
C_4x4_trans_007,transpose,A = \begin{bmatrix} -9 & 3 & -9 & 2 \\ -1 & -9 & 3 & -5 \\ 3 & -8 & 3 & -1 \\ -6 & -6 & -1 & -2 \end{bmatrix},A^T = \begin{bmatrix} -9 & -1 & 3 & -6 \\ 3 & -9 & -8 & -6 \\ -9 & 3 & 3 & -1 \\ 2 & -5 & -1 & -2 \end{bmatrix}
C_4x4_trans_008,transpose,A = \begin{bmatrix} 5 & 8 & 2 & 7 \\ 2 & -3 & -8 & 4 \\ -6 & 0 & -1 & 7 \\ -9 & -7 & 2 & -6 \end{bmatrix},A^T = \begin{bmatrix} 5 & 2 & -6 & -9 \\ 8 & -3 & 0 & -7 \\ 2 & -8 & -1 & 2 \\ 7 & 4 & 7 & -6 \end{bmatrix}
C_4x4_trans_009,transpose,A = \begin{bmatrix} 9 & 8 & -2 & -6 \\ -4 & -7 & 6 & 3 \\ -3 & 2 & -2 & -1 \\ -6 & 6 & -3 & 2 \end{bmatrix},A^T = \begin{bmatrix} 9 & -4 & -3 & -6 \\ 8 & -7 & 2 & 6 \\ -2 & 6 & -2 & -3 \\ -6 & 3 & -1 & 2 \end{bmatrix}
C_4x4_trans_010,transpose,A = \begin{bmatrix} -8 & 8 & 2 & -7 \\ 1 & 8 & 7 & -7 \\ 7 & 3 & -1 & 1 \\ -6 & -9 & -6 & 4 \end{bmatrix},A^T = \begin{bmatrix} -8 & 1 & 7 & -6 \\ 8 & 8 & 3 & -9 \\ 2 & 7 & -1 & -6 \\ -7 & -7 & 1 & 4 \end{bmatrix}
C_4x4_trans_011,transpose,A = \begin{bmatrix} 5 & -2 & -4 & 2 \\ -5 & 0 & -5 & -4 \\ -2 & -5 & 4 & 1 \\ 5 & 0 & 1 & 1 \end{bmatrix},A^{T} = \begin{bmatrix} 5 & -5 & -2 & 5 \\ -2 & 0 & -5 & 0 \\ -4 & -5 & 4 & 1 \\ 2 & -4 & 1 & 1 \end{bmatrix}
C_4x4_trans_012,transpose,A = \begin{bmatrix} 0 & 1 & 1 & 4 \\ -2 & 5 & -4 & -3 \\ -3 & 5 & -3 & 3 \\ 1 & 2 & -5 & 2 \end{bmatrix},A^{T} = \begin{bmatrix} 0 & -2 & -3 & 1 \\ 1 & 5 & 5 & 2 \\ 1 & -4 & -3 & -5 \\ 4 & -3 & 3 & 2 \end{bmatrix}
C_4x4_trans_013,transpose,A = \begin{bmatrix} -5 & 1 & 3 & 5 \\ 5 & -3 & 3 & 1 \\ 3 & 3 & 0 & -4 \\ 3 & 1 & -4 & -1 \end{bmatrix},A^{T} = \begin{bmatrix} -5 & 5 & 3 & 3 \\ 1 & -3 & 3 & 1 \\ 3 & 3 & 0 & -4 \\ 5 & 1 & -4 & -1 \end{bmatrix}
C_4x4_trans_014,transpose,A = \begin{bmatrix} -4 & 3 & -2 & -5 \\ -2 & 1 & 1 & 4 \\ -2 & 1 & 5 & -2 \\ -5 & 2 & 1 & -2 \end{bmatrix},A^{T} = \begin{bmatrix} -4 & -2 & -2 & -5 \\ 3 & 1 & 1 & 2 \\ -2 & 1 & 5 & 1 \\ -5 & 4 & -2 & -2 \end{bmatrix}
C_4x4_trans_015,transpose,A = \begin{bmatrix} 1 & 2 & 4 & -4 \\ 0 & -2 & -2 & -5 \\ -1 & -5 & 5 & 1 \\ -1 & -3 & 5 & 0 \end{bmatrix},A^{T} = \begin{bmatrix} 1 & 0 & -1 & -1 \\ 2 & -2 & -5 & -3 \\ 4 & -2 & 5 & 5 \\ -4 & -5 & 1 & 0 \end{bmatrix}
C_4x4_trans_016,transpose,A = \begin{bmatrix} 5 & 2 & 5 & 4 \\ 3 & -2 & 3 & -2 \\ 4 & -2 & -5 & -4 \\ -1 & 2 & -2 & 4 \end{bmatrix},A^{T} = \begin{bmatrix} 5 & 3 & 4 & -1 \\ 2 & -2 & -2 & 2 \\ 5 & 3 & -5 & -2 \\ 4 & -2 & -4 & 4 \end{bmatrix}
C_4x4_trans_017,transpose,A = \begin{bmatrix} -3 & 0 & -2 & 1 \\ -3 & 5 & 5 & 2 \\ 0 & 3 & 0 & 4 \\ -5 & -3 & 0 & 2 \end{bmatrix},A^{T} = \begin{bmatrix} -3 & -3 & 0 & -5 \\ 0 & 5 & 3 & -3 \\ -2 & 5 & 0 & 0 \\ 1 & 2 & 4 & 2 \end{bmatrix}
C_4x4_trans_018,transpose,A = \begin{bmatrix} 2 & 2 & 5 & 4 \\ 5 & -2 & 2 & 2 \\ 1 & 1 & 0 & -1 \\ -4 & -4 & -5 & -2 \end{bmatrix},A^{T} = \begin{bmatrix} 2 & 5 & 1 & -4 \\ 2 & -2 & 1 & -4 \\ 5 & 2 & 0 & -5 \\ 4 & 2 & -1 & -2 \end{bmatrix}
C_4x4_trans_019,transpose,A = \begin{bmatrix} -1 & 5 & -3 & -3 \\ -5 & -4 & 2 & -1 \\ 1 & -4 & 3 & -3 \\ -5 & 5 & -2 & -2 \end{bmatrix},A^{T} = \begin{bmatrix} -1 & -5 & 1 & -5 \\ 5 & -4 & -4 & 5 \\ -3 & 2 & 3 & -2 \\ -3 & -1 & -3 & -2 \end{bmatrix}
C_4x4_trans_020,transpose,A = \begin{bmatrix} -5 & 1 & -2 & -3 \\ 2 & 2 & -4 & -4 \\ -3 & 3 & -3 & -1 \\ -4 & -3 & 2 & 3 \end{bmatrix},A^{T} = \begin{bmatrix} -5 & 2 & -3 & -4 \\ 1 & 2 & 3 & -3 \\ -2 & -4 & -3 & 2 \\ -3 & -4 & -1 & 3 \end{bmatrix}
